Loan_ID,Delinquencies_2yrs,Earliest_credit_line,Inquiries_last_6mths,Months_Since_Last_Delinquency,Months_Since_Last_Record,Open_Account,Public_Records,Revolving_Balance,Revolving_Utilization,Total_Accounts,Total_Payment,Total_Payment_Inv,Total_Received_Principal,Total_Received_Interest,Total_Received_Late_Fee,Recoveries,Collection_Recovery_Fee,Last_Payment_Date,Payment_Status,Last_Payment_Amnt,Last_Credit_Pull_Date
681101,0,1999-12-01,1,47,0,7,0,5791,0.77,15,5578.81,5578.81,3182.1,1986.98,0,409.73,3.94,2014-04-01,Completed,140.14,2014-09-01
681106,0,1996-02-01,0,25,0,5,0,1425,0.62,9,7591.221806,7591.22,6500,1091.22,0,0,0,2014-03-01,Completed,214.35,2014-03-01
681142,0,2007-12-01,2,0,0,8,0,2068,0.25,9,2070.29,2070.29,1418.78,526.98,0,124.53,1.33,2012-07-01,Completed,122.05,2012-12-01
681146,0,1992-04-01,2,72,0,7,0,20466,0.98,20,4010.81,4010.81,1893.68,1766.71,0,350.42,3.4,2012-10-01,Completed,193.06,2013-03-01
681149,0,1983-01-01,3,0,0,9,0,38227,0.83,18,38977.24871,38977.25,28000,10943.49,33.76,0,0,2014-04-01,Completed,1023.4,2016-04-01
681152,0,1992-12-01,1,0,0,12,0,29545,0.85,40,14155.51984,14130.24,14000,155.52,0,0,0,2011-06-01,Completed,854.39,2015-10-01
681154,0,2000-01-01,0,78,0,7,0,1061,0.25,13,7348.457246,7348.46,6300,1048.46,0,0,0,2013-12-01,Completed,814.76,2016-04-01
681203,0,2000-09-01,2,0,97,10,1,11954,0.69,13,20957.82922,20957.83,14125,6832.83,0,0,0,2016-03-01,Completed,349.12,2016-03-01
681214,0,1995-08-01,0,38,98,10,1,21313,0.8,17,5479.246788,5479.25,4800,679.25,0,0,0,2013-03-01,Completed,1927.97,2016-05-01
681226,0,1998-08-01,0,0,0,16,0,23682,0.32,27,23180.33217,23083.55,19999.99,3180.34,0,0,0,2013-11-01,Completed,3214.97,2016-05-01
681241,0,2002-10-01,0,0,0,8,0,5782,0.69,26,9735.605483,9735.61,8725,1010.61,0,0,0,2014-01-01,Completed,815.58,2014-01-01
681261,0,1991-07-01,2,0,0,20,0,33259,0.67,38,13778.62719,13778.63,10000,3778.63,0,0,0,2013-12-01,Completed,5808.91,2013-12-01
681270,0,1984-10-01,0,0,0,13,0,14780,0.32,30,4885.890474,4885.89,4500,385.89,0,0,0,2014-03-01,Completed,140.51,2016-04-01
681279,0,1984-05-01,0,0,0,10,0,717,0.49,15,9242.945647,9242.95,8000,1242.95,0,0,0,2014-03-01,Completed,267.51,2014-03-01
681298,0,2004-10-01,1,0,0,14,0,3667,0.36,25,4673.004633,4673,4000,673,0,0,0,2013-09-01,Completed,896.97,2016-03-01
681304,0,2004-03-01,2,0,0,14,0,7213,0.28,25,4553.57,4553.57,2412.93,2130.96,0,9.68,0,2012-04-01,Completed,350.35,2016-05-01
681305,0,1993-07-01,2,0,0,10,0,18864,0.24,20,2620.224517,2620.22,2400,220.22,0,0,0,2014-03-01,Completed,86.01,2014-03-01
681317,0,1995-05-01,1,0,0,8,0,48208,0.8,11,14489.21868,14489.22,12000,2489.22,0,0,0,2014-03-01,Completed,428.67,2016-05-01
681320,0,1979-06-01,2,0,0,5,0,6575,0.9,16,10164.23989,10062,8400,1764.24,0,0,0,2013-06-01,Completed,2728.28,2016-05-01
681341,0,2000-11-01,1,0,0,16,0,13372,0.29,24,9823.911151,9796,8800,1023.91,0,0,0,2014-03-01,Completed,290.58,2016-03-01
681403,0,1996-07-01,0,0,0,7,0,13964,0.71,17,23357.61019,23357.61,20000,3357.61,0,0,0,2014-03-01,Completed,655.12,2014-03-01
681450,0,1999-01-01,0,60,0,8,0,60684,0.35,29,8557.59111,8527.03,7000,1542.59,15,0,0,2014-04-01,Completed,3246.8,2014-04-01
681501,0,1991-07-01,1,0,0,10,0,22877,0.84,23,10857.46307,10756.3,9750,1107.46,0,0,0,2012-03-01,Completed,7244.1,2012-03-01
681502,0,2007-12-01,0,0,0,3,0,5737,0.91,4,1209.75,1209.75,903.04,306.71,0,0,0,2013-04-01,Completed,48.47,2013-04-01
681508,0,1997-10-01,0,0,0,5,0,27363,0.57,19,10198.51795,10198.52,8000,2198.52,0,0,0,2016-03-01,Completed,169.69,2016-04-01
681511,0,1998-01-01,0,44,0,16,0,9185,0.19,36,2689.86,2596.86,1818.94,409.04,0,461.88,4.7,2011-09-01,Completed,372.12,2016-02-01
681637,0,2003-10-01,1,26,0,9,0,459,0.05,12,6424.173499,6424.17,5000,1424.17,0,0,0,2014-12-01,Completed,1647.77,2016-05-01
681644,0,1992-11-01,0,0,0,4,0,14478,0.54,8,4671.497968,4671.5,4000,671.5,0,0,0,2014-03-01,Completed,133.43,2015-03-01
681716,0,1999-12-01,0,0,0,8,0,7179,0.56,15,1637.620243,1637.62,1500,137.62,0,0,0,2014-03-01,Completed,51.52,2016-05-01
681742,0,2001-10-01,0,0,0,8,0,11193,0.6,12,14304.85627,14304.86,12000,2304.86,0,0,0,2014-04-01,Completed,311.36,2016-05-01
681752,0,1997-08-01,0,0,119,3,1,1193,0.48,10,4819.672425,4789.55,4000,819.67,0,0,0,2014-04-01,Completed,190.26,2014-04-01
681814,0,1994-03-01,2,0,0,5,0,39924,0.81,11,43996.16992,40620.19,29100,14896.17,0,0,0,2015-08-01,Completed,5699.4,2015-09-01
681830,0,2007-03-01,2,0,0,3,0,2380,0.72,3,4960.941417,4960.94,4200,760.94,0,0,0,2012-05-01,Completed,3616.12,2014-07-01
681831,0,1995-02-01,0,0,0,4,0,2918,0.57,11,21872.23,21824.43,16000,5872.23,0,0,0,2016-03-01,Completed,363.78,2016-03-01
681845,0,2006-04-01,0,0,0,6,0,8277,1,6,15173.77997,15173.78,9450,5723.78,0,0,0,2016-03-01,Completed,252.68,2016-05-01
681850,0,2002-12-01,2,0,0,11,0,6056,0.3,20,4847.56,4847.56,4066.41,781.15,0,0,0,2012-01-01,Completed,385.13,2016-05-01
681895,0,2000-12-01,0,38,0,11,0,3376,0.39,21,5555.951621,5555.95,5400,155.95,0,0,0,2011-08-01,Completed,4888.24,2014-11-01
681948,0,2001-07-01,1,0,0,7,0,19726,0.38,25,14302.68334,13582.44,13600,702.68,0,0,0,2011-12-01,Completed,10915.89,2013-10-01
681967,0,1992-09-01,0,0,109,9,1,8755,0.76,23,14559.62986,14559.63,12400,2159.63,0,0,0,2014-03-01,Completed,420.84,2014-03-01
682002,0,2003-12-01,1,0,0,7,0,5499,0.56,9,12195.19001,12161.31,9000,3195.19,0,0,0,2016-01-01,Completed,606.52,2016-01-01
682014,2,1995-04-01,1,16,0,9,0,7506,0.57,11,8450.099431,8450.1,7000,1450.1,0,0,0,2014-02-01,Completed,486.68,2015-09-01
682030,0,2002-10-01,1,0,0,7,0,3589,0.56,12,5559.241073,5559.24,4800,759.24,0,0,0,2013-07-01,Completed,1359.12,2013-07-01
682043,0,1991-04-01,3,0,0,9,0,9486,0.1,26,3250.3,3159.34,2793.3,457,0,0,0,2012-01-01,Completed,326.02,2016-05-01
682053,1,1992-02-01,0,4,0,5,0,5545,0.99,14,6042.536251,6042.54,5000,1042.54,0,0,0,2012-12-01,Completed,2552.83,2016-05-01
682064,0,2000-02-01,1,55,93,11,1,7937,0.56,24,13658.41788,13629.96,12000,1658.42,0,0,0,2013-02-01,Completed,5156.66,2013-03-01
682070,0,1993-06-01,0,0,0,5,0,13007,0.86,22,10838.903,10838.9,9000,1838.9,0,0,0,2013-07-01,Completed,5588.67,2015-03-01
682078,0,2006-04-01,3,31,0,7,0,7178,0.49,11,4881.773246,4851.26,4000,881.77,0,0,0,2014-03-01,Completed,150.82,2014-03-01
682101,0,1992-05-01,0,26,0,7,0,568,0.81,28,16501.67002,16467.79,12175,4326.67,0,0,0,2016-03-01,Completed,274.9,2016-05-01
682142,0,2003-09-01,1,30,0,10,0,7274,0.54,16,3687.47,3687.47,2766.78,735.12,0,185.57,1.95,2012-09-01,Completed,194.65,2013-02-01
682143,0,2000-07-01,1,0,0,6,0,6329,0.59,29,830.88,826.26,420.8,410.08,0,0,0,2011-05-01,Completed,416.97,2016-05-01
682158,0,2005-10-01,0,0,0,8,0,1989,0.28,9,14304.14036,14304.14,10000.01,4304.13,0,0,0,2015-09-01,Completed,1634.14,2016-05-01
682162,0,1992-04-01,1,37,0,5,0,13908,0.63,22,32799.86674,32785.41,25000,7799.87,0,0,0,2013-08-01,Completed,15921.8,2014-11-01
682181,0,2002-02-01,0,59,0,13,0,1658,0.18,29,8017.99,8003.81,4965.04,2524.46,0,528.49,5.32,2013-04-01,Completed,300.02,2013-09-01
682188,0,2000-12-01,3,77,0,10,0,8748,0.43,23,14750.81684,14736.12,13200,1550.82,0,0,0,2012-01-01,Completed,9.43,2015-04-01
682198,0,1994-08-01,0,0,0,12,0,101429,0.09,33,8633.588627,8633.59,7500,1133.59,0,0,0,2013-09-01,Completed,4274.13,2013-09-01
682212,0,1995-02-01,1,80,110,8,1,457,0.31,16,13692.36678,13692.37,10575,3117.37,0,0,0,2013-11-01,Completed,6300.47,2013-12-01
682246,0,2000-09-01,2,0,97,5,1,3104,0.8,11,567.44,567.44,394.88,172.56,0,0,0,2011-07-01,Completed,142.55,2011-08-01
682254,0,2000-09-01,2,42,0,6,0,1389,0.93,15,2562.892793,2562.89,2100,462.89,0,0,0,2014-03-01,Completed,80.59,2016-05-01
682280,0,1994-03-01,1,0,0,12,0,12438,0.39,39,8667.16,4063.25,3187.08,3671.88,0,1808.2,325.48,2011-12-01,Completed,858.59,2012-04-01
682295,0,2001-09-01,0,0,85,9,1,7238,0.75,13,12739.18677,12710.23,11000,1739.19,0,0,0,2013-07-01,Completed,3107.46,2014-08-01
682316,2,1987-06-01,1,15,0,6,0,4086,0.16,30,17076.85723,16719.22,15000,2076.86,0,0,0,2012-03-01,Completed,13430.73,2016-05-01
682411,0,1989-09-01,1,0,0,5,0,6963,0.36,18,21020.79004,21020.79,15250,5770.79,0,0,0,2016-04-01,Completed,349.55,2016-03-01
682422,0,2008-01-01,1,0,0,3,0,0,0,7,9190.580723,9190.58,6000,3190.58,0,0,0,2016-03-01,Completed,152.96,2016-03-01
682469,0,1999-01-01,0,0,0,9,0,4302,0.14,16,12965.2547,12874.29,12000,947.05,18.2,0,0,2013-02-01,Completed,5345.58,2013-02-01
682486,0,2003-12-01,0,0,0,5,0,8779,0.94,7,5956.140353,5956.14,5100,856.14,0,0,0,2014-03-01,Completed,170.41,2016-04-01
682488,0,1984-10-01,0,0,0,21,0,4147,0.07,38,26497.34924,26497.35,20000,6497.35,0,0,0,2014-11-01,Completed,7093.87,2014-11-01
682541,0,2004-07-01,2,0,0,10,0,385,0.06,16,15951.24179,15951.24,13500,2451.24,0,0,0,2013-03-01,Completed,9244.67,2013-03-01
682554,0,1998-11-01,2,61,0,4,0,4885,0.98,12,10375.89999,10339.87,7200,3175.9,0,0,0,2015-09-01,Completed,155.68,2015-09-01
682611,0,1993-06-01,2,35,0,13,0,7106,0.5,21,21895.51426,21194.83,15000,6895.51,0,0,0,2016-03-01,Completed,364.05,2016-03-01
682618,0,1999-11-01,0,0,0,5,0,1187,0.08,12,10750.90031,10750.9,10000,750.9,0,0,0,2013-03-01,Completed,4973.32,2016-03-01
682633,0,1997-09-01,2,72,0,7,0,2421,0.19,16,2244.59761,2244.6,2000,244.6,0,0,0,2014-02-01,Completed,141.44,2014-03-01
682634,1,2000-12-01,0,8,0,4,0,4981,0.96,8,2651.99,2651.99,1727.09,771.23,0,153.67,1.55,2012-08-01,Completed,147.71,2013-02-01
682648,0,2001-03-01,0,0,0,5,0,7022,0.96,16,15646.26188,15646.26,14500,1146.26,0,0,0,2011-10-01,Completed,12652.62,2013-08-01
682652,1,1998-06-01,0,4,0,18,0,13515,0.19,43,15714.58391,15714.58,14000,1714.58,0,0,0,2014-03-01,Completed,455.65,2016-04-01
682668,0,2005-01-01,0,0,0,3,0,6009,0.67,4,10779.1467,10779.15,8750,2029.15,0,0,0,2013-07-01,Completed,4469.13,2013-07-01
682691,1,2007-10-01,0,10,0,4,0,1402,0.88,9,2111.09,2111.09,1336.31,669.07,0,105.71,1.22,2012-04-01,Completed,154.68,2012-09-01
682766,0,2000-10-01,0,0,0,5,0,779,0.15,15,6514.520632,6514.52,6000,514.52,0,0,0,2014-03-01,Completed,199.57,2014-03-01
682824,0,1996-06-01,0,0,0,9,0,9598,0.35,14,51986.02993,51945.85,35000,16942.75,43.28,0,0,2016-03-01,Completed,877.07,2016-03-01
682833,0,1991-01-01,1,57,91,8,1,25670,0.87,21,16872.19874,16872.2,14800,2072.2,0,0,0,2012-05-01,Completed,10288.14,2016-05-01
682866,0,2002-06-01,1,61,0,7,0,6928,0.69,19,16219.25,16219.25,16000,219.25,0,0,0,2011-04-01,Completed,16219.44,2015-11-01
682867,0,1988-02-01,0,63,0,6,0,23290,0.95,22,30393.62,30307.57,20000,10393.62,0,0,0,2016-03-01,Completed,505.99,2016-05-01
682940,0,2006-06-01,3,0,0,3,0,3103,0.68,5,7117.729998,7117.73,4800,2317.73,0,0,0,2016-02-01,Completed,351.83,2016-04-01
682941,0,2000-02-01,1,41,0,10,0,13088,0.57,43,7419.47,7419.47,4299.54,2701.96,0,417.97,3.82,2014-09-01,Completed,167.57,2015-02-01
682952,0,2004-04-01,2,0,0,5,0,15359,0.78,7,27679.26,27640.9,16556.67,11122.59,0,0,0,2016-05-01,Completed,486.86,2016-05-01
682975,0,1994-02-01,0,0,0,8,0,10428,0.27,26,4101.774991,3589.09,4000,101.77,0,0,0,2011-09-01,Completed,3500.46,2013-11-01
683016,1,2004-10-01,1,17,0,11,0,14505,0.68,19,1456.807511,1456.81,1200,256.81,0,0,0,2014-03-01,Completed,44.08,2014-03-01
683020,0,1999-03-01,2,0,0,7,0,661,0.07,9,6514.521371,6514.52,6000,514.52,0,0,0,2014-03-01,Completed,187.35,2014-03-01
683037,0,1994-06-01,3,26,0,7,0,5771,0.17,24,737.2,737.2,573.28,139.52,0,24.4,0.3,2013-01-01,Completed,32.45,2013-06-01
683080,0,2005-06-01,0,0,0,5,0,1934,0.15,9,10945.17281,10945.17,10000,945.17,0,0,0,2012-12-01,Completed,4759.14,2016-04-01
683089,0,1996-10-01,3,0,0,15,0,5842,0.34,30,18490.63871,18490.64,15000,3490.64,0,0,0,2014-03-01,Completed,430.61,2014-03-01
683109,0,1997-04-01,1,34,0,17,0,61806,0.79,63,7769.717897,7769.72,6400,1369.72,0,0,0,2014-03-01,Completed,220.54,2016-05-01
683110,0,1994-11-01,0,0,0,9,0,41346,0.35,39,39425.71999,39425.72,35000,4425.72,0,0,0,2014-12-01,Completed,1110.23,2016-05-01
683134,0,2000-01-01,0,0,0,9,0,26541,0.49,19,17506.76017,17506.76,15000,2506.76,0,0,0,2014-01-01,Completed,1454.16,2016-05-01
683149,0,1992-12-01,2,79,0,21,0,9522,0.48,30,11275.98203,11275.98,9000,2275.98,0,0,0,2014-03-01,Completed,313.76,2015-08-01
683164,0,2001-11-01,0,35,0,6,0,4277,0.81,10,5447.896963,5447.9,4750,697.9,0,0,0,2013-03-01,Completed,1906.31,2016-02-01
683165,0,1994-01-01,1,0,0,4,0,5475,0.49,14,4654.582836,4654.58,4200,454.58,0,0,0,2013-06-01,Completed,1279.7,2013-06-01
683166,0,1997-05-01,0,63,0,6,0,19528,0.82,22,6339.547047,6339.55,6000,339.55,0,0,0,2012-01-01,Completed,4662.55,2015-04-01
683175,0,1996-12-01,0,78,0,4,0,2230,0.74,11,14479.33356,14479.33,10000,4479.33,0,0,0,2016-03-01,Completed,240.86,2016-05-01
683177,0,2004-10-01,1,0,0,6,0,10909,0.85,9,8263.263043,8263.26,7000,1263.26,0,0,0,2014-03-01,Completed,245.89,2014-03-01
683183,0,2005-02-01,0,0,0,6,0,10533,0.49,8,11102.57365,11102.57,10000,1102.57,0,0,0,2014-03-01,Completed,313.57,2016-05-01
683184,0,1992-04-01,0,0,0,12,0,26126,0.5,35,13217.03,4810.55,6355.35,6850.38,0,11.3,0,2012-09-01,Completed,3000,2016-05-01
683201,0,1994-05-01,0,0,0,14,0,11435,0.11,39,13101.18684,13010.23,12000,1101.19,0,0,0,2014-03-01,Completed,390.82,2016-04-01
683227,0,2004-08-01,0,0,0,6,0,9863,0.76,20,5996.611526,5996.61,5650,346.61,0,0,0,2012-02-01,Completed,4242.66,2012-02-01
683236,1,1984-04-01,3,10,0,12,0,40169,0.63,32,45007.60086,31198.9,35000,10007.6,0,0,0,2013-02-01,Completed,25817.59,2015-03-01
683251,0,1998-06-01,0,73,0,12,0,21016,0.62,32,18210.28849,18210.29,15000,3210.29,0,0,0,2014-03-01,Completed,519.3,2014-10-01
683311,0,2003-11-01,1,0,0,9,0,8930,0.62,13,8081.767177,8081.77,7200,881.77,0,0,0,2014-03-01,Completed,249.44,2016-04-01
683337,0,1988-10-01,1,0,0,14,0,566,0.02,40,5337.648409,5337.65,5000,337.65,0,0,0,2012-09-01,Completed,2766.03,2014-08-01
683411,0,1995-07-01,1,65,0,9,0,10761,0.95,35,30635.29056,30635.29,20000.01,10635.28,0,0,0,2016-03-01,Completed,509.87,2016-05-01
683428,1,1991-10-01,0,19,0,6,0,8685,0.97,20,16591.11,16591.11,7909.71,7669.03,31.11,981.26,9.9,2013-05-01,Completed,25.9,2013-09-01
683476,0,1989-07-01,0,0,89,11,1,6948,0.4,17,50808.05163,41014.64,35000,15808.05,0,0,0,2014-06-01,Completed,16885.79,2015-04-01
683477,0,2003-06-01,0,0,0,15,0,4024,0.37,22,5580.836288,5580.84,5000,580.84,0,0,0,2014-03-01,Completed,326.95,2014-09-01
683478,0,1996-10-01,1,0,0,2,0,4925,0.99,5,2770.731324,2770.73,2200,570.73,0,0,0,2014-03-01,Completed,86.44,2014-03-01
683494,0,2004-09-01,1,0,0,2,0,1755,0.44,4,698.8,698.8,437.25,146.01,0,115.54,1.2,2011-09-01,Completed,97.33,2012-02-01
683509,0,1992-03-01,1,0,0,16,0,13009,0.35,27,12786.78566,12786.79,12000,786.79,0,0,0,2011-11-01,Completed,10050.62,2015-12-01
683534,0,1977-07-01,1,0,0,18,0,39968,0.3,36,8882.051159,8882.05,8000,882.05,0,0,0,2014-03-01,Completed,254.99,2014-03-01
683567,0,1987-08-01,0,0,0,6,0,5608,0.19,17,8464.595047,8385.24,8000,464.6,0,0,0,2012-07-01,Completed,4852.22,2014-09-01
683572,1,1990-02-01,0,2,0,8,0,14480,0.35,24,12432.96209,12432.96,11625,807.96,0,0,0,2012-01-01,Completed,2563.24,2012-01-01
683581,0,1999-01-01,0,0,0,4,0,14151,0.42,13,10278.54,10278.54,8000,2278.54,0,0,0,2015-12-01,Completed,677.9,2016-05-01
683587,1,1994-02-01,0,8,0,22,0,79747,0.28,35,12536.03634,12536.04,8800,3736.04,0,0,0,2016-03-01,Completed,208.57,2016-03-01
683592,0,2003-11-01,0,0,0,9,0,7654,0.44,25,5505.519754,5505.52,5075,430.52,0,0,0,2013-09-01,Completed,301.98,2013-09-01
683594,0,1999-05-01,0,0,0,10,0,5997,0.14,25,14431.53357,14431.53,13000,1431.53,0,0,0,2014-02-01,Completed,811.84,2016-05-01
683595,0,1989-02-01,2,0,0,14,0,4028,0.1,22,13396.25367,12686.13,12000,1396.25,0,0,0,2014-03-01,Completed,379.24,2015-10-01
683627,0,1999-07-01,0,0,0,11,0,19313,0.51,39,11438.49001,11438.49,8900,2538.49,0,0,0,2016-01-01,Completed,566.88,2016-01-01
683634,0,2001-11-01,2,67,0,8,0,19154,0.72,18,7331.464903,7296.72,5275,2056.46,0,0,0,2016-03-01,Completed,121.66,2016-05-01
683648,0,2005-10-01,0,0,0,16,0,2468,0.75,18,3503.608431,3474.41,3000,503.61,0,0,0,2014-03-01,Completed,100.94,2014-03-01
683656,1,1999-08-01,1,20,0,6,0,2391,0.48,17,8469.884847,8469.88,7200,1254.88,15,0,0,2013-04-01,Completed,178.77,2013-03-01
683681,0,1991-02-01,0,0,0,12,0,18372,0.76,32,7200.249744,7168.11,5600,1600.25,0,0,0,2016-03-01,Completed,119.65,2016-05-01
683688,0,1976-05-01,2,73,0,16,0,37592,0.71,55,30360.98151,30251.6,24000,6360.98,0,0,0,2013-02-01,Completed,11119.3,2016-01-01
683723,0,2000-05-01,0,37,0,7,0,14495,0.66,18,17552.56744,17552.57,14500,3052.57,0,0,0,2013-11-01,Completed,2413.5,2016-05-01
683737,0,1986-05-01,0,0,0,4,0,14408,0.99,17,10537.95091,10509.08,9125,1412.95,0,0,0,2013-03-01,Completed,681.43,2013-03-01
683804,0,2000-09-01,0,0,0,5,0,5091,0.6,8,9947.27,9932.19,4775.95,4503.51,0,667.81,6.6,2013-03-01,Completed,31.05,2013-07-01
683805,0,2004-12-01,0,0,0,16,0,2461,0.19,24,7474.730439,7474.73,7000,474.73,0,0,0,2012-07-01,Completed,2239.34,2016-05-01
683809,0,1986-06-01,0,39,0,19,0,6912,0.06,49,7374.426256,7374.43,6000,1374.43,0,0,0,2014-08-01,Completed,2208.9,2014-08-01
683816,0,1990-09-01,0,0,0,10,0,1310,0.02,23,7556.185646,7556.19,7400,156.19,0,0,0,2011-09-01,Completed,2943.64,2011-09-01
683842,0,1999-10-01,1,0,0,4,0,2845,0.1,22,8683.241775,8601.84,8000,683.24,0,0,0,2012-09-01,Completed,4480.62,2016-04-01
683866,3,2004-09-01,0,15,0,8,0,783,0.29,16,4478.234102,4478.23,4000,478.23,0,0,0,2013-01-01,Completed,466.61,2013-02-01
683871,1,1996-12-01,1,22,0,22,0,6573,0.31,52,8103.429995,8103.43,5600,2503.43,0,0,0,2016-03-01,Completed,402.43,2016-02-01
683885,0,1999-02-01,1,32,0,11,0,13820,0.34,35,16812.35695,16812.36,15000,1812.36,0,0,0,2012-08-01,Completed,9463.27,2015-04-01
683908,0,2003-01-01,1,0,0,8,0,2294,0.57,17,3267.158841,3267.16,3000,267.16,0,0,0,2013-07-01,Completed,97.82,2015-07-01
683909,1,2002-06-01,2,17,0,10,0,9782,0.54,23,2919.663664,2919.66,2500,419.66,0,0,0,2014-03-01,Completed,82.9,2014-03-01
683963,0,1997-10-01,0,0,0,7,0,770,0.03,10,5428.767193,5428.77,5000,428.77,0,0,0,2014-03-01,Completed,161.38,2014-03-01
683965,0,2000-06-01,1,37,0,7,0,513,0.07,22,5839.387504,5839.39,5000,839.39,0,0,0,2014-03-01,Completed,165.32,2014-03-01
683977,0,1994-08-01,1,66,0,9,0,7560,0.42,34,12915.78454,12915.78,11000,1915.78,0,0,0,2014-03-01,Completed,375.69,2014-03-01
683989,0,1987-06-01,2,0,0,11,0,6918,0.22,25,8930.83578,8930.84,8000,930.84,0,0,0,2014-03-01,Completed,255.54,2016-04-01
684004,0,2002-12-01,1,74,0,15,0,4486,0.54,24,8591.174533,8561.34,7200,1391.17,0,0,0,2012-12-01,Completed,3635.92,2016-05-01
684055,0,1977-04-01,1,0,0,3,0,5339,0.18,8,4211.87,4142.76,1629.25,1921.33,0,661.29,116.87,2012-02-01,Completed,324.07,2012-07-01
684141,0,2001-05-01,0,0,0,4,0,14036,0.81,10,5805.010421,5805.01,5200,605.01,0,0,0,2014-03-01,Completed,166.85,2015-11-01
684154,0,1999-06-01,0,0,0,4,0,818,0.15,20,3697.563948,3697.56,3000,652.56,45,0,0,2014-03-01,Completed,1449.86,2014-04-01
684205,0,1987-03-01,1,0,0,4,0,6470,0.34,12,20382.05284,20226.82,18000,2382.05,0,0,0,2012-03-01,Completed,15768.95,2014-07-01
684223,0,1996-06-01,1,0,0,13,0,27449,0.6,20,6539.129343,6539.13,5000,1539.13,0,0,0,2016-03-01,Completed,108.71,2016-03-01
684239,0,2003-12-01,0,0,0,4,0,0,0.44,11,7848.29228,7546.43,6500,1348.29,0,0,0,2014-04-01,Completed,229.84,2016-05-01
684264,0,1998-08-01,1,0,0,8,0,16211,0.71,13,21382.51394,21382.51,16800,4582.51,0,0,0,2014-03-01,Completed,608.31,2016-05-01
684272,0,1990-01-01,1,0,0,6,0,166,0.02,24,13275.86216,13275.86,12000,1275.86,0,0,0,2013-05-01,Completed,3997.42,2015-07-01
684273,0,2000-07-01,0,0,0,7,0,16309,0.79,18,18683.68548,16105.14,15000,3683.69,0,0,0,2014-02-01,Completed,5936.42,2014-02-01
684314,0,1996-08-01,2,0,0,12,0,25279,0.66,29,6270.719238,6270.72,6000,270.72,0,0,0,2011-08-01,Completed,5749.13,2016-05-01
684331,0,1995-02-01,0,0,0,12,0,13048,0.47,18,11163.54473,11163.54,10000,1163.54,0,0,0,2014-03-01,Completed,334.74,2016-04-01
684390,1,1997-04-01,1,21,0,13,0,40273,0.64,31,19123.48668,19119.57,14500,4623.49,0,0,0,2014-07-01,Completed,6298.74,2016-05-01
684402,0,1985-02-01,0,39,0,15,0,13565,0.4,34,6620.655381,6620.66,6000,620.66,0,0,0,2012-04-01,Completed,5079.81,2016-03-01
684430,0,1996-04-01,2,0,0,7,0,14304,0.89,11,16024.68,12765.01,8958,7066.68,0,0,0,2014-04-01,Completed,34.65,2014-08-01
684456,0,1999-07-01,3,0,0,5,0,19386,0.78,27,11333.56775,11299.84,8400,2933.57,0,0,0,2015-10-01,Completed,133.02,2016-05-01
684493,0,2005-10-01,0,0,0,7,0,12091,0.43,15,9292.935443,9292.94,8000,1292.94,0,0,0,2014-03-01,Completed,274.24,2014-03-01
684512,0,2006-12-01,0,0,0,4,0,1466,0.86,5,1953.777196,1953.78,1675,278.78,0,0,0,2014-02-01,Completed,26.26,2016-02-01
684519,0,1993-05-01,2,30,0,7,0,21107,0.91,21,30511.16006,30469.44,19500,11011.16,0,0,0,2015-11-01,Completed,2476.56,2016-05-01
684552,1,1997-02-01,0,23,0,10,0,6530,0.96,27,8791.27,8791.27,5044.2,3301.79,0,445.28,75.99,2014-10-01,Completed,194.63,2015-03-01
684567,1,1996-10-01,1,23,0,18,0,373,0.01,42,19080.1239,19080.12,15250,3830.12,0,0,0,2013-06-01,Completed,10279.77,2016-01-01
684571,0,2007-09-01,0,0,0,5,0,1822,0.9,7,2018.331604,2018.33,1800,218.33,0,0,0,2012-04-01,Completed,1291.93,2016-05-01
684594,0,1990-10-01,1,0,0,9,0,24359,0.74,34,23818.57,14129.15,16017.6,7782.27,0,18.7,0,2012-10-01,Completed,11800,2016-05-01
684630,0,2005-11-01,0,0,0,8,0,14777,0.86,18,45752.34997,9586.39,30000,15752.35,0,0,0,2015-02-01,Completed,4477.07,2016-04-01
684637,0,2000-08-01,0,0,0,8,0,4297,0.44,26,4367.062279,4367.06,4000,367.06,0,0,0,2014-03-01,Completed,136.24,2015-07-01
684661,2,1992-11-01,2,12,0,5,0,0,0,43,14850.71,14840.22,5826.82,8005.56,0,1018.33,10.5,2012-07-01,Completed,32.4,2012-11-01
684665,0,2003-10-01,3,0,0,16,0,15472,0.71,25,5042.830352,5042.83,4600,442.83,0,0,0,2012-03-01,Completed,3389.46,2016-05-01
684673,0,1994-06-01,0,0,0,5,0,44422,0.69,22,43394.99012,43209.02,35000,8394.99,0,0,0,2014-03-01,Completed,1227.17,2014-03-01
684676,0,1994-02-01,0,0,0,8,0,84960,0.3,40,19530.98784,18090.51,17400,2130.99,0,0,0,2014-03-01,Completed,562.33,2016-05-01
684698,0,2001-09-01,0,0,0,3,0,0,0,6,12251.20067,12251.2,11000,1251.2,0,0,0,2013-06-01,Completed,3351.72,2014-10-01
684720,0,1994-09-01,1,0,0,10,0,30894,0.75,36,11335.26448,11335.26,8400,2935.26,0,0,0,2014-12-01,Completed,2873.64,2014-12-01
