Loan_ID,Member_ID,Loan_Amnt,Funded_Amnt,Funded_Amnt_Inv,Term_Months,Int_rate,Installment,Customer_Grade,Customer_Sub_Grade,Emp_Length,Home_Ownership,Annual_income,Verification_Status,Issue_Date,Loan_Status,Good_vs_Bad_Loan,Purpose,State,Debt_to_Income_Ratio
769341,970799,3000,3000,2825,36,5.42,90.48,A,A1,2 years,RENT,65000,Not Verified,2011-06-01,Fully Paid,Good Loan,vacation,CA,0.74
769357,970818,3200,3200,3200,36,6.99,98.8,A,A3,6 years,MORTGAGE,48000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,11.1
769423,970876,8000,8000,7900,36,5.99,243.34,A,A2,10+ years,MORTGAGE,32000,Not Verified,2011-06-01,Fully Paid,Good Loan,credit_card,PA,26.45
769448,970909,5550,5550,5550,36,5.99,168.82,A,A2,8 years,MORTGAGE,66420,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,CA,4.16
769458,970919,12000,12000,11950,36,10.99,392.81,B,B3,3 years,RENT,76000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,7.42
769491,970957,7150,7150,7150,36,15.99,251.34,D,D2,10+ years,RENT,64500,Not Verified,2011-05-01,Charged Off,Bad Loan,debt_consolidation,NJ,23.81
769522,970993,8350,8350,8350,36,7.49,259.7,A,A4,< 1 year,RENT,81120,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,4.78
769533,950285,16200,16200,16175,60,19.29,422.83,E,E4,2 years,MORTGAGE,38000,Verified,2011-06-01,Current,Good Loan,debt_consolidation,AR,19.86
769551,971027,8850,8850,8825,36,10.99,289.7,B,B3,4 years,MORTGAGE,120000,Not Verified,2011-06-01,Fully Paid,Good Loan,small_business,CA,16.41
769559,957886,30000,30000,29950,60,10.99,652.13,B,B3,8 years,MORTGAGE,230000,Verified,2011-05-01,Fully Paid,Good Loan,small_business,OH,4.39
769560,971036,1525,1525,1525,36,5.42,46,A,A1,7 years,MORTGAGE,65000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,GA,5.34
769561,971038,8775,8775,8775,36,8.49,276.97,A,A5,10+ years,MORTGAGE,168000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,NH,6.39
769566,971044,12000,12000,11950,36,10.59,390.54,B,B2,3 years,RENT,42886,Not Verified,2011-06-01,Fully Paid,Good Loan,other,PA,17.52
769572,971051,14000,14000,14000,60,17.49,351.64,D,D5,5 years,OWN,76365,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,MN,16.44
769578,950522,23325,23325,23300,60,13.49,536.59,C,C2,10+ years,RENT,44000,Verified,2011-05-01,Current,Good Loan,house,NY,25.04
769582,971061,9500,9500,9500,36,14.79,328.35,C,C4,1 year,RENT,52500,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,FL,13.9
769604,971087,30000,30000,29975,60,22.11,830.45,G,G1,10+ years,MORTGAGE,140000,Verified,2011-06-01,Fully Paid,Good Loan,other,GA,19.64
769615,971102,16000,16000,16000,36,6.03,486.97,A,A1,10+ years,MORTGAGE,90000,Verified,2011-09-01,Fully Paid,Good Loan,debt_consolidation,NY,1.36
769616,971103,8000,8000,8000,36,6.99,246.99,A,A3,2 years,RENT,65000,Source Verified,2011-06-01,Fully Paid,Good Loan,other,NY,3.75
769618,971105,3250,3250,3250,36,6.99,100.34,A,A3,5 years,MORTGAGE,32450,Verified,2011-06-01,Fully Paid,Good Loan,other,FL,28.66
769628,971115,12000,12000,12000,60,11.49,263.86,B,B4,10+ years,MORTGAGE,100000,Source Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,NJ,20.38
769629,971116,4475,4475,4475,36,9.99,144.38,B,B1,10+ years,MORTGAGE,74000,Verified,2011-06-01,Fully Paid,Good Loan,small_business,UT,10.86
769636,971125,7000,7000,7000,60,17.49,175.82,D,D5,6 years,MORTGAGE,42000,Not Verified,2011-06-01,Charged Off,Bad Loan,major_purchase,GA,10
769643,971131,6775,6775,6775,36,10.59,220.5,B,B2,5 years,MORTGAGE,84000,Not Verified,2011-05-01,Charged Off,Bad Loan,credit_card,NV,21.34
769653,956413,20000,20000,19975,60,20.25,532.67,F,F1,3 years,RENT,42500,Verified,2011-06-01,Fully Paid,Good Loan,credit_card,NJ,19.26
769655,971143,2325,2325,2250,36,6.99,71.78,A,A3,4 years,MORTGAGE,50000,Not Verified,2011-06-01,Fully Paid,Good Loan,credit_card,FL,14.27
769685,971177,20000,20000,19750,60,11.99,444.79,B,B5,4 years,MORTGAGE,83000,Not Verified,2011-06-01,Current,Good Loan,debt_consolidation,TX,13.56
769687,928526,25975,25975,25950,60,14.17,606.69,C,C5,Not Provided,MORTGAGE,53000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,MO,20.02
769691,971186,2500,2500,2500,36,5.99,76.05,A,A2,10+ years,MORTGAGE,93132,Not Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,IL,5.71
769692,971187,7525,7525,7525,36,5.99,228.9,A,A2,1 year,RENT,85000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,5.29
769704,971202,30000,30000,29950,60,13.99,697.9,C,C3,10+ years,MORTGAGE,159996,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,MD,15.4
769706,944637,5000,5000,4875,60,17.99,126.94,E,E1,5 years,MORTGAGE,60000,Verified,2011-06-01,Charged Off,Bad Loan,major_purchase,MD,3.54
769716,971215,15000,15000,14600,36,5.99,456.27,A,A2,< 1 year,RENT,230000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,6.74
769744,971249,5425,5425,5425,36,10.59,176.56,B,B2,< 1 year,RENT,83200,Not Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,MN,16.62
769756,971266,9225,9225,9225,36,5.99,280.61,A,A2,5 years,RENT,63000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,TX,15.66
769763,971274,12800,12800,12800,60,11.49,281.45,B,B4,5 years,MORTGAGE,40000,Not Verified,2011-06-01,Charged Off,Bad Loan,home_improvement,NC,20.04
769795,971308,17000,17000,17000,60,11.49,373.79,B,B4,6 years,RENT,60000,Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,NY,16.14
769803,971316,1550,1550,1550,36,7.49,48.21,A,A4,5 years,MORTGAGE,22000,Not Verified,2011-06-01,Charged Off,Bad Loan,home_improvement,PA,24.87
769810,971326,18000,18000,17975,60,16.89,446.29,D,D4,< 1 year,OWN,96000,Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,TX,10.91
769818,971335,6000,6000,6000,36,10.99,196.41,B,B3,3 years,RENT,60000,Verified,2011-06-01,Charged Off,Bad Loan,moving,NJ,18.2
769831,971351,6000,6000,6000,36,5.99,182.51,A,A2,2 years,MORTGAGE,60000,Not Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,OK,7.02
769839,971359,11000,11000,10975,36,10.99,360.08,B,B3,2 years,MORTGAGE,205000,Not Verified,2011-06-01,Fully Paid,Good Loan,other,NJ,10.16
769867,971390,13000,13000,13000,36,8.49,410.32,A,A5,10+ years,MORTGAGE,86000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,FL,11.97
769892,971417,5250,5250,5250,36,11.49,173.1,B,B4,10+ years,RENT,39000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,19.14
769906,971436,7200,7200,7175,60,13.49,165.64,C,C2,6 years,RENT,63996,Not Verified,2011-06-01,Charged Off,Bad Loan,other,FL,1.09
769917,971448,16000,16000,16000,36,7.49,497.63,A,A4,10+ years,RENT,60000,Not Verified,2011-06-01,Fully Paid,Good Loan,renewable_energy,CA,3.28
769930,971462,12000,12000,12000,60,19.69,315.87,E,E5,4 years,RENT,40512,Source Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,NV,16.23
769964,971516,12000,12000,11750,60,17.49,301.41,D,D5,8 years,MORTGAGE,50000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,HI,16.56
770000,971558,5100,5100,5100,36,12.99,171.82,C,C1,< 1 year,RENT,35368,Not Verified,2011-06-01,Fully Paid,Good Loan,moving,MA,10.01
770031,971602,1200,1200,1200,36,5.99,36.51,A,A2,< 1 year,RENT,21600,Not Verified,2011-06-01,Fully Paid,Good Loan,other,CA,22.28
770036,971607,2500,2500,2500,36,13.99,85.44,C,C3,10+ years,MORTGAGE,83000,Not Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,NV,22.29
770058,971630,3500,3500,3250,36,6.99,108.06,A,A3,1 year,MORTGAGE,36000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,UT,25
770060,971632,10000,10000,10000,36,9.99,322.63,B,B1,4 years,RENT,120000,Not Verified,2011-06-01,Fully Paid,Good Loan,credit_card,CA,10.85
770068,971645,8000,8000,8000,36,8.49,252.51,A,A5,3 years,RENT,62000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,3.64
770080,971658,4000,4000,4000,36,13.49,135.73,C,C2,< 1 year,OWN,40800,Not Verified,2011-06-01,Fully Paid,Good Loan,other,MA,1.03
770091,971670,6000,6000,6000,36,8.49,189.38,A,A5,10+ years,RENT,80000,Not Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,MT,5.01
770095,971675,19500,19500,19500,60,22.11,539.79,G,G1,7 years,RENT,45600,Source Verified,2011-06-01,Fully Paid,Good Loan,small_business,AZ,14.24
770105,971686,30000,30000,29975,60,13.99,697.9,C,C3,9 years,OWN,118000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CT,14.98
770112,971693,30000,30000,29750,60,11.99,667.19,B,B5,6 years,MORTGAGE,150000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,TX,15.14
770137,971723,3500,3500,3500,36,13.49,118.76,C,C2,10+ years,MORTGAGE,40000,Not Verified,2011-06-01,Fully Paid,Good Loan,other,NV,2.49
770139,971725,11200,11200,11200,36,15.62,391.67,D,D1,3 years,RENT,66500,Source Verified,2011-06-01,Fully Paid,Good Loan,credit_card,NJ,5.68
770143,971729,10000,10000,9975,36,5.42,301.6,A,A1,5 years,MORTGAGE,58000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,14.23
770155,971744,5600,5600,5575,36,9.99,180.67,B,B1,10+ years,MORTGAGE,90000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,IL,21.73
770159,971750,24000,24000,24000,36,11.49,791.32,B,B4,8 years,MORTGAGE,210000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,TX,14.37
770177,971772,6000,6000,6000,60,16.49,147.48,D,D3,4 years,RENT,95004,Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,NJ,1.48
770214,971822,10000,10000,10000,36,15.99,351.53,D,D2,1 year,RENT,66000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,17.63
770260,971872,10000,10000,10000,36,11.49,329.72,B,B4,8 years,RENT,72000,Source Verified,2011-06-01,Fully Paid,Good Loan,car,NY,0.67
770268,971881,11200,11200,11200,36,7.91,350.51,A,A4,3 years,MORTGAGE,102000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,GA,13.07
770284,971900,16000,16000,15950,60,12.99,363.97,C,C1,< 1 year,MORTGAGE,32000,Verified,2011-06-01,Charged Off,Bad Loan,small_business,VA,9.26
770293,971910,16000,16000,16000,60,15.99,389.01,D,D2,10+ years,OWN,60000,Source Verified,2011-06-01,Charged Off,Bad Loan,major_purchase,TX,14.12
770357,972016,2400,2400,2400,36,11.49,79.14,B,B4,9 years,OWN,20400,Not Verified,2011-06-01,Fully Paid,Good Loan,credit_card,UT,24.41
770407,972070,8000,8000,8000,60,13.99,186.11,C,C3,3 years,RENT,27996,Not Verified,2011-06-01,Current,Good Loan,other,NY,12.39
770450,972120,6000,6000,6000,36,12.99,202.14,C,C1,9 years,MORTGAGE,81000,Source Verified,2011-06-01,Fully Paid,Good Loan,other,AZ,5.36
770503,972180,6000,6000,5975,36,5.99,182.51,A,A2,10+ years,MORTGAGE,39600,Not Verified,2011-06-01,Fully Paid,Good Loan,car,LA,14.06
770520,972198,10000,10000,10000,36,16.89,355.99,D,D4,< 1 year,MORTGAGE,50000,Source Verified,2011-06-01,Fully Paid,Good Loan,medical,OK,19.39
770528,972206,13475,13475,13425,60,11.49,296.29,B,B4,Not Provided,MORTGAGE,45000,Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,FL,14.59
770618,972313,17400,17400,17375,36,5.99,529.27,A,A2,5 years,MORTGAGE,56000,Source Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,MN,19.31
770645,972344,7000,7000,6975,60,15.23,167.38,C,C5,10+ years,OWN,112227,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,MD,5.06
770659,972359,16000,16000,15750,36,8.49,505.01,A,A5,1 year,OWN,74000,Source Verified,2011-06-01,Fully Paid,Good Loan,credit_card,NY,14.5
770669,972372,1000,1000,1000,36,8.49,31.57,A,A5,5 years,RENT,9600,Source Verified,2011-06-01,Charged Off,Bad Loan,moving,IL,9.75
770716,972417,23200,23200,23175,60,15.99,564.06,D,D2,2 years,RENT,75000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,15.81
770738,972442,17000,17000,17000,36,5.99,517.1,A,A2,3 years,RENT,62000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,TX,13.24
770743,972450,15000,15000,14975,36,8.49,473.45,A,A5,10+ years,MORTGAGE,55000,Verified,2011-06-01,Fully Paid,Good Loan,credit_card,SC,25.35
770747,972454,10000,10000,10000,36,5.42,301.6,A,A1,10+ years,MORTGAGE,70000,Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,OR,8.88
770757,972465,8000,8000,8000,36,15.23,278.23,C,C5,9 years,RENT,50004,Not Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,PA,12.69
770771,972480,2650,2650,2650,60,8.49,54.36,A,A5,1 year,MORTGAGE,66000,Verified,2011-06-01,Fully Paid,Good Loan,car,PA,29.73
770773,972482,10000,10000,10000,60,13.49,230.05,C,C2,2 years,RENT,60324,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,PA,4.28
770783,972493,20000,20000,20000,36,15.99,703.05,D,D2,2 years,RENT,150000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,8
770799,972510,21000,21000,20850,36,13.99,717.63,C,C3,10+ years,MORTGAGE,60000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,VA,14.34
770806,972516,8875,8875,8875,36,11.99,294.74,B,B5,10+ years,MORTGAGE,72500,Not Verified,2011-06-01,Fully Paid,Good Loan,medical,VA,21.09
770819,972531,6000,6000,6000,36,10.99,196.41,B,B3,2 years,RENT,74000,Not Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,MI,15.86
770836,972551,15400,15400,15400,60,17.49,386.8,D,D5,10+ years,MORTGAGE,75000,Source Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,OK,10.77
770841,962778,10300,10300,10275,36,6.99,317.99,A,A3,4 years,MORTGAGE,48852,Not Verified,2011-06-01,Fully Paid,Good Loan,other,FL,2.58
770849,972564,3000,3000,3000,36,11.49,98.92,B,B4,7 years,MORTGAGE,78000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,PA,16.26
770865,972584,4500,4500,4500,36,15.62,157.37,D,D1,7 years,MORTGAGE,36000,Not Verified,2011-06-01,Charged Off,Bad Loan,home_improvement,NC,7.8
770872,972591,13250,13250,13225,36,10.99,433.73,B,B3,1 year,RENT,38400,Not Verified,2011-06-01,Fully Paid,Good Loan,credit_card,CA,24.22
770888,972609,1600,1600,1600,36,10.59,52.08,B,B2,9 years,RENT,51000,Not Verified,2011-06-01,Fully Paid,Good Loan,vacation,NY,10.85
770892,972614,8400,8400,8400,60,15.99,204.23,D,D2,6 years,MORTGAGE,163400,Source Verified,2011-06-01,Charged Off,Bad Loan,other,SC,4.16
770901,972625,3500,3500,3500,36,15.62,122.4,D,D1,8 years,MORTGAGE,82000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,GA,14.41
770913,972638,25000,25000,24725,60,12.99,568.7,C,C1,10+ years,OWN,80004,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,FL,15.52
770921,972649,7800,7800,7800,36,15.99,274.19,D,D2,1 year,RENT,65004,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,7.48
770922,972650,25000,25000,24700,60,11.49,549.69,B,B4,4 years,MORTGAGE,60000,Verified,2011-06-01,Current,Good Loan,debt_consolidation,TX,16.54
770949,972681,5000,5000,5000,36,11.49,164.86,B,B4,1 year,MORTGAGE,37500,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,NC,6.62
770980,972712,4600,4600,4600,60,20.62,123.47,F,F2,1 year,RENT,48996,Source Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,NM,9.58
770998,972731,12000,12000,11900,36,11.99,398.52,B,B5,3 years,RENT,96000,Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,WA,1.31
771034,972769,25000,15900,15900,60,12.99,361.7,C,C1,10+ years,OWN,137004,Verified,2011-06-01,Fully Paid,Good Loan,other,IL,29.38
771055,972791,9000,9000,9000,36,6.99,277.86,A,A3,10+ years,MORTGAGE,38000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,OK,13.52
771059,972795,3000,3000,3000,36,11.49,98.92,B,B4,3 years,RENT,34580,Source Verified,2011-09-01,Charged Off,Bad Loan,moving,NY,6.35
771076,972813,4800,4800,4800,36,7.49,149.29,A,A4,3 years,OWN,28000,Not Verified,2011-06-01,Fully Paid,Good Loan,car,OH,13.93
771082,972804,4900,4900,4900,36,5.99,149.05,A,A2,4 years,MORTGAGE,32000,Source Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,VA,6.64
771090,972827,12000,12000,12000,60,18.79,309.91,E,E3,9 years,MORTGAGE,72000,Source Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,TX,12.33
771105,972844,7000,7000,6975,36,10.59,227.82,B,B2,5 years,MORTGAGE,50000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,OR,10.4
771120,972859,6000,6000,6000,36,15.62,209.82,D,D1,10+ years,MORTGAGE,71000,Not Verified,2011-06-01,Fully Paid,Good Loan,major_purchase,GA,2.99
771161,972906,6000,6000,6000,36,5.42,180.96,A,A1,5 years,RENT,50508,Not Verified,2011-06-01,Fully Paid,Good Loan,other,NY,2.42
771171,972916,18000,18000,18000,36,22.48,691.91,G,G2,10+ years,MORTGAGE,300000,Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,MA,19.32
771198,972947,20000,20000,20000,60,21.36,545.13,F,F4,< 1 year,RENT,75000,Source Verified,2011-06-01,Charged Off,Bad Loan,credit_card,CA,9.6
771199,972948,5600,5600,5600,60,16.49,137.65,D,D3,5 years,MORTGAGE,69996,Source Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,WA,17.85
771200,972949,5000,5000,5000,36,10.59,162.73,B,B2,1 year,MORTGAGE,51600,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,FL,15.49
771203,972956,6000,6000,6000,36,10.59,195.27,B,B2,6 years,MORTGAGE,33360,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,MO,0
771280,973033,16550,16550,16300,60,12.99,376.48,C,C1,6 years,MORTGAGE,56821,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,AR,23.27
771287,973044,7600,7600,7575,36,12.99,256.04,C,C1,7 years,MORTGAGE,64197,Source Verified,2011-06-01,Fully Paid,Good Loan,small_business,GA,21.1
771296,973054,3725,3725,3725,36,8.49,117.58,A,A5,3 years,RENT,120000,Not Verified,2011-06-01,Fully Paid,Good Loan,credit_card,TX,23.03
771298,973056,25000,25000,24725,36,10.59,813.63,B,B2,9 years,MORTGAGE,78000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,MA,23.11
771304,973062,13175,13175,13175,60,11.99,293.01,B,B5,< 1 year,MORTGAGE,85000,Not Verified,2011-06-01,Charged Off,Bad Loan,small_business,FL,9.77
771312,973071,8725,8725,8725,36,5.99,265.4,A,A2,7 years,OWN,74360,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NJ,25.71
771315,973074,15000,15000,15000,60,12.99,341.22,C,C1,3 years,RENT,68000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,17.45
771318,973077,15000,15000,15000,60,21.74,412.07,F,F5,5 years,RENT,46000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,11.82
771322,973081,12800,12800,12600,36,9.99,412.96,B,B1,6 years,MORTGAGE,116000,Verified,2011-06-01,Fully Paid,Good Loan,small_business,AL,21.83
771328,973087,4975,4975,4950,36,10.59,161.92,B,B2,1 year,MORTGAGE,80000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,LA,24.67
771337,973098,35000,35000,34600,36,11.99,1162.34,B,B5,10+ years,OWN,100505,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,14.05
771339,973100,4650,4650,4650,36,8.49,146.77,A,A5,10+ years,MORTGAGE,85000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,CT,22.83
771377,973143,10000,10000,10000,36,17.99,361.48,E,E1,10+ years,RENT,31504,Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,NY,11.5
771406,973170,6000,6000,5975,36,7.49,186.61,A,A4,4 years,RENT,70000,Source Verified,2011-06-01,Fully Paid,Good Loan,wedding,MD,0
771410,973177,6250,6250,6000,60,12.99,142.18,C,C1,1 year,MORTGAGE,30000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,KY,16.84
771413,973180,5000,5000,5000,36,15.99,175.77,D,D2,2 years,MORTGAGE,24000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,FL,12.25
771415,973183,6000,6000,6000,36,10.99,196.41,B,B3,10+ years,MORTGAGE,50780,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NC,9.1
771439,973212,10000,10000,10000,36,10.59,325.45,B,B2,< 1 year,RENT,55000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,FL,22.39
771451,973225,4650,4650,4650,36,13.49,157.78,C,C2,3 years,RENT,43000,Source Verified,2011-06-01,Charged Off,Bad Loan,debt_consolidation,NC,10.35
771460,973237,15000,15000,14950,60,11.49,329.82,B,B4,< 1 year,RENT,75000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,10.86
771466,973243,10000,10000,10000,36,12.99,336.9,C,C1,10+ years,RENT,72345,Source Verified,2011-06-01,Fully Paid,Good Loan,small_business,CA,2.09
771489,973269,13200,13200,13200,60,15.99,320.93,D,D2,10+ years,OWN,57000,Source Verified,2011-06-01,Current,Good Loan,debt_consolidation,MA,16.36
771503,973285,10000,10000,9975,36,11.99,332.1,B,B5,4 years,RENT,65000,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,6.76
771516,973301,5300,5300,5300,36,8.49,167.29,A,A5,5 years,RENT,26400,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NM,9.36
771517,973302,13125,13125,13125,36,10.59,427.16,B,B2,10+ years,MORTGAGE,150000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,MN,17.59
771518,973303,21250,21250,21200,60,12.99,483.4,C,C1,Not Provided,MORTGAGE,41700,Verified,2011-06-01,Current,Good Loan,other,MI,28.86
771526,973315,18800,18800,18550,36,9.99,606.54,B,B1,5 years,RENT,60000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,6.64
771528,973317,24000,24000,23800,36,10.99,785.62,B,B3,10+ years,MORTGAGE,85000,Verified,2011-06-01,Fully Paid,Good Loan,other,CA,12.79
771531,973313,24000,24000,23950,60,10.99,521.7,B,B3,10+ years,RENT,55000,Verified,2011-06-01,Current,Good Loan,debt_consolidation,CT,21.91
771545,973339,3600,3600,3575,60,16.49,88.49,D,D3,5 years,RENT,27504,Source Verified,2011-06-01,Current,Good Loan,debt_consolidation,MO,20.99
771558,973355,15000,15000,14950,36,5.99,456.27,A,A2,4 years,MORTGAGE,53000,Source Verified,2011-07-01,Fully Paid,Good Loan,debt_consolidation,GA,14.65
771560,973357,5000,5000,5000,36,10.99,163.67,B,B3,10+ years,MORTGAGE,108000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,CA,15.05
771564,973361,25000,25000,24550,36,10.59,813.63,B,B2,10+ years,MORTGAGE,61080,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,WY,20.1
771612,973413,4000,4000,4000,36,13.99,136.7,C,C3,5 years,RENT,78972,Source Verified,2011-06-01,Fully Paid,Good Loan,other,AZ,1.47
771620,973423,24000,24000,23975,60,11.99,533.75,B,B5,10+ years,MORTGAGE,84996,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,RI,0.35
771628,973430,3000,3000,3000,36,11.49,98.92,B,B4,9 years,MORTGAGE,30000,Verified,2011-06-01,Fully Paid,Good Loan,other,MO,20.2
771695,973502,5100,5100,5100,36,5.42,153.82,A,A1,9 years,MORTGAGE,96000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,LA,11.26
771711,973520,3600,3600,3600,36,13.99,123.03,C,C3,10+ years,MORTGAGE,65000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,MO,15.4
771730,973541,2000,2000,2000,36,13.99,68.35,C,C3,2 years,RENT,27600,Source Verified,2011-06-01,Charged Off,Bad Loan,other,TX,2.83
771744,973546,11000,11000,10975,36,15.62,384.67,D,D1,2 years,RENT,58000,Source Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,24.89
771753,955400,10000,10000,9225,36,5.42,301.6,A,A1,Not Provided,MORTGAGE,66000,Verified,2011-06-01,Fully Paid,Good Loan,other,FL,2.96
771778,973596,4000,4000,4000,36,14.82,138.31,C,C3,6 years,RENT,61260,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,PA,16.81
771779,958481,4000,4000,4000,60,20.62,107.37,F,F2,1 year,MORTGAGE,119000,Source Verified,2011-06-01,Fully Paid,Good Loan,small_business,TX,2.41
771795,973608,8000,8000,8000,36,5.42,241.28,A,A1,10+ years,MORTGAGE,42000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,CT,7.8
771812,973629,3850,3850,3850,36,5.42,116.12,A,A1,10+ years,MORTGAGE,55000,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,AL,23.54
771820,973637,6000,6000,6000,36,11.99,199.26,B,B5,5 years,MORTGAGE,26004,Not Verified,2011-06-01,Fully Paid,Good Loan,home_improvement,LA,7.98
771835,955426,16000,16000,15975,36,5.99,486.68,A,A2,10+ years,MORTGAGE,80000,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,CA,8.17
771894,973718,6000,6000,6000,36,13.99,205.04,C,C3,5 years,RENT,32004,Not Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,NY,18.67
771896,973720,1500,1500,1500,36,12.99,50.54,C,C1,7 years,RENT,27340,Verified,2011-06-01,Fully Paid,Good Loan,debt_consolidation,WA,24.32
771899,973723,10000,10000,10000,36,6.99,308.73,A,A3,< 1 year,RENT,68000,Source Verified,2011-06-01,Fully Paid,Good Loan,credit_card,NJ,22.52
